windspeed,airpressure,wind,windpower,winddirect,humidity,feelst,temperature,updatetime,phenomena,citycode,cityname
9999.0,0.0,西南风,4级,8.3,41.0,,2.7,2024-03-28 10:55,晴,101060101,长春
9999.0,0.0,西风,3级,8.7,39.0,,4.2,2024-03-28 11:55,晴,101060101,长春
9999.0,0.0,东南风,4级,13.8,43.0,,8.8,2024-03-27 12:55,多云,101060103,德惠
9999.0,0.0,东北风,5级,13.8,44.0,,8.1,2024-03-27 13:55,多云,101060103,德惠
9999.0,0.0,东北风,3级,12.9,47.0,,9.3,2024-03-27 14:55,多云,101060103,德惠
9999.0,0.0,东北风,3级,12.0,55.0,,9.0,2024-03-27 15:55,多云,101060103,德惠
9999.0,0.0,东北风,微风,10.3,76.0,,8.3,2024-03-27 16:55,阴,101060103,德惠
9999.0,0.7,东北风,3级,10.1,74.0,,6.8,2024-03-27 17:55,小雨,101060103,德惠
9999.0,0.0,东北风,微风,10.2,73.0,,7.9,2024-03-27 18:55,阴,101060103,德惠
9999.0,0.0,东北风,微风,9.9,74.0,,7.7,2024-03-27 19:55,多云,101060103,德惠
9999.0,0.0,东南风,5级,9.2,76.0,,3.6,2024-03-27 20:55,多云,101060103,德惠
9999.0,0.7,东南风,5级,8.1,86.0,,0.9,2024-03-27 21:50,小雨,101060103,德惠
9999.0,2.3,东南风,5级,8.1,82.0,,2.1,2024-03-27 22:55,中雨,101060103,德惠
9999.0,0.0,东风,4级,8.0,83.0,,3.3,2024-03-27 23:55,阴,101060103,德惠
9999.0,0.0,东南风,5级,7.8,83.0,,2.0,2024-03-28 00:55,阴,101060103,德惠
9999.0,0.0,东南风,5级,7.3,91.0,,1.5,2024-03-28 01:55,多云,101060103,德惠
9999.0,0.0,东南风,5级,7.6,84.0,,1.8,2024-03-28 02:55,多云,101060103,德惠
9999.0,0.0,东南风,4级,7.5,85.0,,2.1,2024-03-28 03:55,多云,101060103,德惠
9999.0,0.0,东南风,5级,7.2,87.0,,1.0,2024-03-28 04:55,多云,101060103,德惠
9999.0,0.0,东南风,5级,6.8,85.0,,0.7,2024-03-28 05:55,多云,101060103,德惠
9999.0,0.0,东南风,5级,6.7,83.0,,0.7,2024-03-28 06:55,多云,101060103,德惠
9999.0,0.0,东南风,5级,6.9,70.0,,0.5,2024-03-28 07:55,多云,101060103,德惠
9999.0,0.0,东南风,4级,7.0,59.0,,1.6,2024-03-28 08:55,多云,101060103,德惠
9999.0,0.0,东南风,微风,7.3,53.0,,1.1,2024-03-28 09:55,多云,101060103,德惠
9999.0,0.0,东南风,6级,7.5,50.0,,-0.9,2024-03-28 10:55,晴,101060103,德惠
9999.0,0.0,东南风,4级,8.1,53.0,,2.9,2024-03-28 11:55,晴,101060103,德惠
9999.0,0.0,西南风,3级,11.7,42.0,,7.7,2024-03-27 12:55,多云,101060105,榆树
9999.0,0.0,西南风,4级,11.9,42.0,,6.7,2024-03-27 13:55,多云,101060105,榆树
9999.0,0.0,西南风,3级,12.0,44.0,,8.1,2024-03-27 14:55,多云,101060105,榆树
9999.0,0.0,东南风,微风,11.6,47.0,,9.0,2024-03-27 15:55,多云,101060105,榆树
9999.0,0.0,西南风,微风,10.8,51.0,,8.2,2024-03-27 16:55,阴,101060105,榆树
9999.0,0.0,东南风,3级,10.0,58.0,,7.2,2024-03-27 17:55,阴,101060105,榆树
9999.0,0.0,东南风,3级,9.8,58.0,,6.9,2024-03-27 18:55,阴,101060105,榆树
9999.0,0.1,东南风,3级,9.9,58.0,,6.8,2024-03-27 19:55,小雨,101060105,榆树
9999.0,0.0,西南风,3级,8.6,75.0,,5.4,2024-03-27 20:55,阴,101060105,榆树
9999.0,0.1,西南风,5级,7.8,90.0,,2.3,2024-03-27 21:50,小雨,101060105,榆树
9999.0,1.1,西南风,5级,7.9,84.0,,1.8,2024-03-27 22:55,小雨,101060105,榆树
9999.0,0.9,西南风,4级,7.6,82.0,,2.1,2024-03-27 23:55,小雨,101060105,榆树
9999.0,0.1,西南风,4级,6.9,88.0,,2.3,2024-03-28 00:55,小雨,101060105,榆树
9999.0,0.5,西南风,5级,7.4,84.0,,0.9,2024-03-28 01:55,小雨,101060105,榆树
9999.0,0.0,西南风,5级,6.7,90.0,,0.7,2024-03-28 02:55,阴,101060105,榆树
9999.0,0.0,西南风,4级,6.6,91.0,,1.2,2024-03-28 03:55,阴,101060105,榆树
9999.0,0.0,西南风,微风,6.6,89.0,,1.0,2024-03-28 04:55,多云,101060105,榆树
9999.0,0.0,西南风,4级,6.5,87.0,,2.0,2024-03-28 05:55,多云,101060105,榆树
9999.0,0.0,西南风,4级,6.3,86.0,,0.9,2024-03-28 06:55,多云,101060105,榆树
9999.0,0.0,西南风,4级,6.2,84.0,,1.2,2024-03-28 07:55,多云,101060105,榆树
9999.0,0.0,西南风,4级,6.8,75.0,,1.4,2024-03-28 08:55,多云,101060105,榆树
9999.0,0.0,西南风,5级,7.0,54.0,,-0.4,2024-03-28 09:55,多云,101060105,榆树
9999.0,0.0,西南风,5级,7.8,50.0,,0.5,2024-03-28 10:55,多云,101060105,榆树
9999.0,0.0,西南风,5级,7.2,50.0,,0.0,2024-03-28 11:55,多云,101060105,榆树
9999.0,0.0,东南风,3级,11.8,40.0,,8.2,2024-03-27 12:55,多云,101060201,吉林
9999.0,0.0,东南风,微风,13.0,42.0,,7.3,2024-03-27 13:55,多云,101060201,吉林
9999.0,0.0,东南风,4级,12.5,43.0,,7.1,2024-03-27 14:55,多云,101060201,吉林
9999.0,0.0,东南风,3级,12.7,43.0,,9.2,2024-03-27 15:55,多云,101060201,吉林
9999.0,0.0,东南风,3级,11.7,50.0,,8.1,2024-03-27 16:55,多云,101060201,吉林
9999.0,0.0,东南风,3级,11.0,57.0,,7.4,2024-03-27 17:55,多云,101060201,吉林
9999.0,0.0,东南风,3级,11.8,50.0,,8.1,2024-03-27 18:55,多云,101060201,吉林
9999.0,0.0,东南风,4级,12.2,43.0,,7.0,2024-03-27 19:55,多云,101060201,吉林
9999.0,0.0,东南风,4级,11.4,44.0,,6.8,2024-03-27 20:55,多云,101060201,吉林
9999.0,0.0,西南风,3级,11.3,45.0,,7.3,2024-03-27 21:50,多云,101060201,吉林
9999.0,0.0,西南风,5级,10.6,49.0,,4.6,2024-03-27 22:55,阴,101060201,吉林
9999.0,0.0,西南风,4级,9.5,59.0,,3.9,2024-03-27 23:55,阴,101060201,吉林
9999.0,0.0,西南风,5级,8.1,76.0,,0.8,2024-03-28 00:55,阴,101060201,吉林
9999.0,0.2,东南风,4级,7.3,86.0,,2.7,2024-03-28 01:55,小雨,101060201,吉林
9999.0,0.0,西南风,5级,7.2,86.0,,-0.1,2024-03-28 02:55,多云,101060201,吉林
9999.0,0.1,东南风,5级,5.6,100.0,,-0.9,2024-03-28 03:55,小雨,101060201,吉林
9999.0,0.8,东南风,4级,5.3,99.0,,1.0,2024-03-28 04:55,小雨,101060201,吉林
9999.0,0.1,西南风,微风,5.6,95.0,,-0.1,2024-03-28 05:55,小雨,101060201,吉林
9999.0,0.0,东南风,3级,5.1,99.0,,2.2,2024-03-28 06:55,阴,101060201,吉林
9999.0,0.0,东南风,4级,5.4,92.0,,0.6,2024-03-28 07:55,阴,101060201,吉林
9999.0,0.1,东南风,4级,5.4,76.0,,0.3,2024-03-28 08:55,小雨,101060201,吉林
9999.0,0.0,东南风,4级,5.0,75.0,,0.4,2024-03-28 09:55,阴,101060201,吉林
9999.0,0.0,西南风,3级,5.6,67.0,,1.1,2024-03-28 10:55,多云,101060201,吉林
9999.0,0.0,西南风,4级,6.0,63.0,,0.7,2024-03-28 11:55,多云,101060201,吉林
9999.0,0.0,东南风,3级,11.0,43.0,,6.8,2024-03-27 12:55,多云,101060202,舒兰
9999.0,0.0,西南风,3级,12.2,41.0,,8.1,2024-03-27 13:55,多云,101060202,舒兰
9999.0,0.0,东南风,3级,12.2,43.0,,8.5,2024-03-27 14:55,多云,101060202,舒兰
9999.0,0.0,东南风,微风,11.6,46.0,,9.2,2024-03-27 15:55,多云,101060202,舒兰
9999.0,0.0,东南风,3级,10.4,50.0,,6.6,2024-03-27 16:55,阴,101060202,舒兰
9999.0,0.0,东南风,3级,9.6,56.0,,5.7,2024-03-27 17:55,阴,101060202,舒兰
9999.0,0.0,东南风,3级,9.7,58.0,,6.0,2024-03-27 18:55,阴,101060202,舒兰
9999.0,0.0,东南风,4级,9.4,59.0,,4.8,2024-03-27 19:55,多云,101060202,舒兰
9999.0,0.0,西南风,4级,11.8,44.0,,7.6,2024-03-27 20:55,多云,101060202,舒兰
9999.0,0.0,西南风,5级,11.7,42.0,,5.3,2024-03-27 21:50,多云,101060202,舒兰
9999.0,0.0,西南风,5级,11.0,48.0,,5.1,2024-03-27 22:55,阴,101060202,舒兰
9999.0,0.0,西南风,4级,8.1,72.0,,2.7,2024-03-27 23:55,阴,101060202,舒兰
9999.0,0.0,西南风,4级,8.4,67.0,,2.7,2024-03-28 00:55,阴,101060202,舒兰
9999.0,0.0,西南风,4级,7.5,76.0,,2.0,2024-03-28 01:55,阴,101060202,舒兰
9999.0,0.0,西南风,4级,6.5,87.0,,2.0,2024-03-28 02:55,阴,101060202,舒兰
9999.0,0.4,西南风,4级,6.1,91.0,,1.4,2024-03-28 03:55,小雨,101060202,舒兰
9999.0,0.8,西南风,4级,6.1,86.0,,1.6,2024-03-28 04:55,小雨,101060202,舒兰
9999.0,0.0,西南风,4级,6.0,83.0,,1.3,2024-03-28 05:55,阴,101060202,舒兰
9999.0,0.0,西南风,4级,6.3,79.0,,2.0,2024-03-28 06:55,阴,101060202,舒兰
9999.0,0.0,西南风,4级,6.1,77.0,,0.3,2024-03-28 07:55,阴,101060202,舒兰
9999.0,0.0,西南风,4级,6.4,70.0,,1.7,2024-03-28 08:55,阴,101060202,舒兰
9999.0,0.0,西南风,3级,6.7,57.0,,2.1,2024-03-28 09:55,阴,101060202,舒兰
9999.0,0.0,西南风,4级,6.5,53.0,,1.2,2024-03-28 10:55,多云,101060202,舒兰
9999.0,0.0,西南风,4级,6.7,55.0,,1.2,2024-03-28 11:55,多云,101060202,舒兰
9999.0,0.0,西南风,微风,8.2,52.0,,6.2,2024-03-27 12:55,多云,101060204,蛟河
9999.0,0.0,西南风,微风,11.6,45.0,,7.4,2024-03-27 13:55,多云,101060204,蛟河
9999.0,0.0,东南风,3级,11.8,46.0,,8.8,2024-03-27 14:55,多云,101060204,蛟河
9999.0,0.0,西南风,微风,10.9,49.0,,9.3,2024-03-27 15:55,多云,101060204,蛟河
9999.0,0.0,东北风,微风,10.4,53.0,,9.3,2024-03-27 16:55,多云,101060204,蛟河
9999.0,0.0,东南风,微风,8.9,68.0,,6.4,2024-03-27 17:55,多云,101060204,蛟河
9999.0,0.2,东南风,微风,8.8,76.0,,6.8,2024-03-27 18:55,小雨,101060204,蛟河
9999.0,0.2,西南风,微风,6.8,92.0,,5.8,2024-03-27 19:55,小雨,101060204,蛟河
9999.0,0.0,东南风,微风,6.5,90.0,,4.7,2024-03-27 20:55,多云,101060204,蛟河
9999.0,0.0,西南风,3级,8.3,63.0,,4.7,2024-03-27 21:50,多云,101060204,蛟河
9999.0,0.0,西南风,4级,7.6,63.0,,2.4,2024-03-27 22:55,阴,101060204,蛟河
9999.0,0.0,西南风,4级,8.7,57.0,,3.0,2024-03-27 23:55,阴,101060204,蛟河
9999.0,0.0,西南风,4级,7.8,65.0,,2.5,2024-03-28 00:55,阴,101060204,蛟河
9999.0,0.0,西南风,5级,8.2,61.0,,2.1,2024-03-28 01:55,多云,101060204,蛟河
9999.0,0.0,西南风,4级,7.2,76.0,,1.6,2024-03-28 02:55,多云,101060204,蛟河
9999.0,0.0,西南风,5级,6.0,100.0,,-0.1,2024-03-28 03:55,多云,101060204,蛟河
9999.0,0.5,西南风,4级,5.2,100.0,,0.7,2024-03-28 04:55,小雨,101060204,蛟河
9999.0,0.6,西南风,3级,4.4,100.0,,1.3,2024-03-28 05:55,小雨,101060204,蛟河
9999.0,1.1,西南风,微风,4.4,100.0,,2.3,2024-03-28 06:55,小雨,101060204,蛟河
9999.0,3.2,西南风,3级,5.0,100.0,,1.0,2024-03-28 07:55,中雨,101060204,蛟河
9999.0,1.5,西南风,4级,5.3,100.0,,1.0,2024-03-28 08:55,小雨,101060204,蛟河
9999.0,0.9,西南风,3级,4.2,100.0,,0.5,2024-03-28 09:55,小雨,101060204,蛟河
9999.0,1.8,西南风,3级,5.3,80.0,,1.5,2024-03-28 10:55,中雨,101060204,蛟河
9999.0,0.0,东南风,微风,5.1,80.0,,2.1,2024-03-28 11:55,阴,101060204,蛟河
9999.0,0.0,东南风,微风,12.0,37.0,,10.1,2024-03-27 12:55,多云,101060206,桦甸
9999.0,0.0,西南风,微风,14.4,34.0,,12.2,2024-03-27 13:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,15.3,31.0,,12.1,2024-03-27 14:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,14.6,34.0,,11.4,2024-03-27 15:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,14.3,34.0,,11.0,2024-03-27 16:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,13.8,32.0,,10.1,2024-03-27 17:55,多云,101060206,桦甸
9999.0,0.0,西南风,微风,11.9,37.0,,9.8,2024-03-27 18:55,多云,101060206,桦甸
9999.0,0.0,西南风,微风,12.0,36.0,,9.5,2024-03-27 19:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,11.7,38.0,,8.3,2024-03-27 20:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,11.4,39.0,,7.4,2024-03-27 21:50,多云,101060206,桦甸
9999.0,0.0,西南风,3级,11.2,39.0,,7.2,2024-03-27 22:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,10.7,41.0,,6.7,2024-03-27 23:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,10.6,41.0,,6.6,2024-03-28 00:55,多云,101060206,桦甸
9999.0,0.0,西南风,3级,10.1,44.0,,6.7,2024-03-28 01:55,多云,101060206,桦甸
9999.0,0.0,西南风,4级,10.1,44.0,,4.8,2024-03-28 02:55,多云,101060206,桦甸
9999.0,0.0,西南风,4级,8.1,69.0,,3.5,2024-03-28 03:55,多云,101060206,桦甸
9999.0,0.0,西南风,微风,7.3,88.0,,6.1,2024-03-28 04:55,多云,101060206,桦甸
9999.0,0.2,东南风,微风,8.2,76.0,,6.0,2024-03-28 05:55,小雨,101060206,桦甸
9999.0,0.0,西南风,微风,7.2,88.0,,5.6,2024-03-28 06:55,多云,101060206,桦甸
9999.0,0.9,西南风,4级,7.0,93.0,,2.9,2024-03-28 07:55,小雨,101060206,桦甸
9999.0,1.3,西南风,3级,7.6,88.0,,4.4,2024-03-28 08:55,小雨,101060206,桦甸
9999.0,0.1,西风,3级,4.2,100.0,,0.1,2024-03-28 09:55,小雨,101060206,桦甸
9999.0,1.1,西南风,微风,4.0,100.0,,1.1,2024-03-28 10:55,小雨,101060206,桦甸
9999.0,0.3,西南风,微风,4.1,98.0,,2.0,2024-03-28 11:55,小雨,101060206,桦甸
9999.0,0.0,东北风,4级,13.6,19.0,,8.3,2024-03-27 12:55,多云,101060301,延边
9999.0,0.0,东南风,3级,14.0,19.0,,9.4,2024-03-27 13:55,多云,101060301,延边
9999.0,0.0,东南风,微风,13.5,21.0,,8.9,2024-03-27 14:55,多云,101060301,延边
9999.0,0.0,东南风,4级,11.9,35.0,,6.4,2024-03-27 15:55,多云,101060301,延边
9999.0,0.0,东南风,微风,9.2,46.0,,4.7,2024-03-27 16:55,多云,101060301,延边
9999.0,0.0,东北风,5级,6.6,56.0,,-0.1,2024-03-27 17:55,多云,101060301,延边
9999.0,0.0,东北风,3级,4.6,65.0,,0.1,2024-03-27 18:55,多云,101060301,延边
9999.0,0.0,东北风,4级,4.0,75.0,,-1.5,2024-03-27 19:55,多云,101060301,延边
9999.0,0.0,东北风,微风,3.5,79.0,,0.1,2024-03-27 20:55,多云,101060301,延边
9999.0,0.0,东南风,微风,2.9,83.0,,0.0,2024-03-27 21:50,多云,101060301,延边
9999.0,0.0,东南风,微风,2.6,86.0,,-0.5,2024-03-27 22:55,多云,101060301,延边
9999.0,0.0,东南风,微风,2.3,88.0,,-0.4,2024-03-27 23:55,多云,101060301,延边
9999.0,0.0,东北风,微风,2.4,89.0,,0.3,2024-03-28 00:55,多云,101060301,延边
9999.0,0.0,东南风,微风,2.5,89.0,,-0.2,2024-03-28 01:55,多云,101060301,延边
9999.0,0.0,东北风,微风,2.4,90.0,,0.7,2024-03-28 02:55,多云,101060301,延边
9999.0,0.0,东南风,微风,2.4,92.0,,0.9,2024-03-28 03:55,多云,101060301,延边
9999.0,0.0,东南风,微风,2.4,90.0,,-0.8,2024-03-28 04:55,多云,101060301,延边
9999.0,0.0,西北风,微风,2.6,86.0,,1.1,2024-03-28 05:55,多云,101060301,延边
9999.0,0.0,西北风,微风,2.0,90.0,,-0.5,2024-03-28 06:55,多云,101060301,延边
9999.0,0.0,东南风,微风,2.7,85.0,,0.6,2024-03-28 07:55,多云,101060301,延边
9999.0,0.0,东北风,微风,4.1,83.0,,2.4,2024-03-28 08:55,多云,101060301,延边
9999.0,0.0,东北风,微风,6.8,72.0,,4.1,2024-03-28 09:55,多云,101060301,延边
9999.0,0.0,东南风,微风,8.9,62.0,,6.6,2024-03-28 10:55,多云,101060301,延边
9999.0,0.0,东南风,微风,13.1,47.0,,10.6,2024-03-28 11:55,多云,101060301,延边
9999.0,0.0,西南风,3级,10.3,39.0,,7.1,2024-03-27 12:55,多云,101060302,敦化
9999.0,0.0,西南风,3级,10.9,39.0,,6.9,2024-03-27 13:55,多云,101060302,敦化
9999.0,0.0,西南风,3级,11.0,39.0,,7.8,2024-03-27 14:55,多云,101060302,敦化
9999.0,0.0,西南风,微风,11.7,37.0,,9.5,2024-03-27 15:55,多云,101060302,敦化
9999.0,0.0,东南风,微风,11.4,39.0,,9.4,2024-03-27 16:55,多云,101060302,敦化
9999.0,0.0,东南风,微风,10.8,40.0,,8.7,2024-03-27 17:55,多云,101060302,敦化
9999.0,0.0,东南风,微风,9.0,65.0,,6.9,2024-03-27 18:55,多云,101060302,敦化
9999.0,0.0,东南风,微风,8.7,62.0,,6.6,2024-03-27 19:55,多云,101060302,敦化
9999.0,0.0,东南风,微风,8.0,63.0,,5.5,2024-03-27 20:55,多云,101060302,敦化
9999.0,0.0,西南风,微风,8.1,54.0,,5.9,2024-03-27 21:50,多云,101060302,敦化
9999.0,0.0,西南风,微风,8.7,45.0,,5.5,2024-03-27 22:55,阴,101060302,敦化
9999.0,0.0,西南风,3级,8.7,46.0,,5.4,2024-03-27 23:55,阴,101060302,敦化
9999.0,0.0,西南风,3级,8.3,47.0,,5.0,2024-03-28 00:55,阴,101060302,敦化
9999.0,0.0,西南风,微风,8.1,48.0,,5.2,2024-03-28 01:55,多云,101060302,敦化
9999.0,0.0,西南风,3级,8.4,47.0,,4.1,2024-03-28 02:55,多云,101060302,敦化
9999.0,0.0,西南风,3级,8.2,47.0,,4.4,2024-03-28 03:55,多云,101060302,敦化
9999.0,0.0,西南风,3级,8.3,46.0,,4.5,2024-03-28 04:55,多云,101060302,敦化
9999.0,0.0,西南风,3级,7.0,62.0,,3.0,2024-03-28 05:55,多云,101060302,敦化
9999.0,0.0,西南风,微风,6.2,78.0,,1.9,2024-03-28 06:55,多云,101060302,敦化
9999.0,0.0,西南风,3级,6.0,89.0,,2.7,2024-03-28 07:55,阴,101060302,敦化
9999.0,0.1,西南风,3级,5.5,97.0,,2.6,2024-03-28 08:55,小雨,101060302,敦化
9999.0,0.6,西南风,3级,6.4,96.0,,3.3,2024-03-28 09:55,小雨,101060302,敦化
9999.0,0.7,西南风,4级,6.9,88.0,,1.6,2024-03-28 10:55,小雨,101060302,敦化
9999.0,0.0,西南风,4级,7.7,83.0,,3.3,2024-03-28 11:55,阴,101060302,敦化
9999.0,0.0,东南风,3级,12.6,23.0,,8.9,2024-03-27 12:55,多云,101060303,安图
9999.0,0.0,东南风,4级,12.7,23.0,,7.5,2024-03-27 13:55,多云,101060303,安图
9999.0,0.0,东南风,4级,12.7,22.0,,7.8,2024-03-27 14:55,多云,101060303,安图
9999.0,0.0,东南风,3级,12.4,21.0,,8.7,2024-03-27 15:55,多云,101060303,安图
9999.0,0.0,东南风,3级,11.2,25.0,,7.2,2024-03-27 16:55,多云,101060303,安图
9999.0,0.0,东南风,3级,9.6,39.0,,6.3,2024-03-27 17:55,多云,101060303,安图
9999.0,0.0,东南风,3级,7.9,52.0,,4.5,2024-03-27 18:55,多云,101060303,安图
9999.0,0.0,东南风,3级,5.5,68.0,,1.9,2024-03-27 19:55,多云,101060303,安图
9999.0,0.3,东南风,3级,4.8,66.0,,0.9,2024-03-27 20:55,小雨,101060303,安图
9999.0,0.0,东南风,微风,3.9,72.0,,2.2,2024-03-27 21:50,多云,101060303,安图
9999.0,0.0,东南风,微风,3.3,76.0,,0.0,2024-03-27 22:55,多云,101060303,安图
9999.0,0.0,东南风,3级,2.9,80.0,,-0.6,2024-03-27 23:55,多云,101060303,安图
9999.0,0.0,东南风,微风,2.7,82.0,,-0.4,2024-03-28 00:55,多云,101060303,安图
9999.0,0.0,东南风,3级,2.4,84.0,,-1.7,2024-03-28 01:55,多云,101060303,安图
9999.0,0.0,东南风,3级,2.4,86.0,,-1.7,2024-03-28 02:55,多云,101060303,安图
9999.0,0.0,东南风,微风,2.2,87.0,,-0.8,2024-03-28 03:55,多云,101060303,安图
9999.0,0.0,东南风,4级,2.4,88.0,,-3.5,2024-03-28 04:55,多云,101060303,安图
9999.0,0.0,东南风,微风,2.5,88.0,,-0.1,2024-03-28 05:55,多云,101060303,安图
9999.0,0.0,东南风,微风,2.6,90.0,,-0.5,2024-03-28 06:55,多云,101060303,安图
9999.0,0.0,东南风,微风,2.9,91.0,,0.1,2024-03-28 07:55,多云,101060303,安图
9999.0,0.1,东南风,微风,4.1,90.0,,1.3,2024-03-28 08:55,小雨,101060303,安图
9999.0,0.1,东南风,微风,4.2,90.0,,1.2,2024-03-28 09:55,小雨,101060303,安图
9999.0,1.2,东南风,微风,5.2,91.0,,2.5,2024-03-28 10:55,小雨,101060303,安图
9999.0,0.7,东南风,微风,6.0,88.0,,4.0,2024-03-28 11:55,小雨,101060303,安图
9999.0,0.0,东南风,3级,11.7,21.0,,7.3,2024-03-27 12:55,多云,101060309,图们
9999.0,0.0,东北风,4级,11.4,21.0,,6.2,2024-03-27 13:55,多云,101060309,图们
9999.0,0.0,东北风,3级,10.6,38.0,,7.1,2024-03-27 14:55,多云,101060309,图们
9999.0,0.0,东北风,3级,8.3,55.0,,4.5,2024-03-27 15:55,多云,101060309,图们
9999.0,0.0,东北风,3级,5.8,69.0,,2.0,2024-03-27 16:55,晴,101060309,图们
9999.0,0.0,东北风,3级,4.5,79.0,,0.8,2024-03-27 17:55,晴,101060309,图们
9999.0,0.0,东南风,3级,4.3,83.0,,0.0,2024-03-27 18:55,晴,101060309,图们
9999.0,0.0,东南风,3级,4.2,84.0,,0.7,2024-03-27 19:55,多云,101060309,图们
9999.0,0.0,东北风,3级,3.8,90.0,,-0.2,2024-03-27 20:55,多云,101060309,图们
9999.0,0.0,东南风,微风,3.7,92.0,,0.6,2024-03-27 21:50,多云,101060309,图们
9999.0,0.1,东北风,3级,3.8,94.0,,0.5,2024-03-27 22:55,小雨,101060309,图们
9999.0,0.0,东南风,微风,3.7,96.0,,1.3,2024-03-27 23:55,阴,101060309,图们
9999.0,0.0,东南风,3级,3.8,97.0,,-0.5,2024-03-28 00:55,阴,101060309,图们
9999.0,0.0,东北风,3级,3.8,98.0,,0.2,2024-03-28 01:55,多云,101060309,图们
9999.0,0.0,东北风,3级,3.7,100.0,,0.3,2024-03-28 02:55,多云,101060309,图们
9999.0,0.0,东南风,3级,3.7,100.0,,0.4,2024-03-28 03:55,多云,101060309,图们
9999.0,0.0,东南风,3级,3.7,100.0,,0.0,2024-03-28 04:55,多云,101060309,图们
9999.0,0.0,东北风,3级,3.8,100.0,,0.0,2024-03-28 05:55,多云,101060309,图们
9999.0,0.0,东南风,3级,4.1,97.0,,0.9,2024-03-28 06:55,多云,101060309,图们
9999.0,0.0,东北风,微风,4.8,94.0,,2.2,2024-03-28 07:55,多云,101060309,图们
9999.0,0.0,东北风,微风,4.6,98.0,,1.9,2024-03-28 08:55,多云,101060309,图们
9999.0,0.3,东北风,3级,5.1,98.0,,1.8,2024-03-28 09:55,小雨,101060309,图们
9999.0,0.6,东北风,微风,5.9,96.0,,1.9,2024-03-28 10:55,小雨,101060309,图们
9999.0,0.0,东北风,3级,6.4,93.0,,3.5,2024-03-28 11:55,多云,101060309,图们
9999.0,0.0,西南风,4级,12.1,39.0,,7.4,2024-03-27 12:55,晴,101060501,通化
9999.0,0.0,西南风,4级,12.6,40.0,,7.1,2024-03-27 13:55,晴,101060501,通化
9999.0,0.0,西南风,4级,12.6,39.0,,7.8,2024-03-27 14:55,晴,101060501,通化
9999.0,0.0,西南风,3级,12.3,39.0,,8.5,2024-03-27 15:55,晴,101060501,通化
9999.0,0.0,西南风,3级,11.8,41.0,,7.7,2024-03-27 16:55,多云,101060501,通化
9999.0,0.0,西南风,3级,10.6,48.0,,6.9,2024-03-27 17:55,多云,101060501,通化
9999.0,0.0,西南风,4级,10.0,52.0,,5.5,2024-03-27 18:55,多云,101060501,通化
9999.0,0.0,西南风,4级,9.5,54.0,,5.0,2024-03-27 19:55,多云,101060501,通化
9999.0,0.0,西南风,3级,9.3,54.0,,5.4,2024-03-27 20:55,多云,101060501,通化
9999.0,0.0,西南风,4级,9.2,55.0,,4.3,2024-03-27 21:50,多云,101060501,通化
9999.0,0.0,西南风,4级,8.7,58.0,,4.0,2024-03-27 22:55,多云,101060501,通化
9999.0,0.0,西南风,4级,8.4,62.0,,3.6,2024-03-27 23:55,多云,101060501,通化
9999.0,0.0,西南风,3级,8.4,64.0,,4.4,2024-03-28 00:55,多云,101060501,通化
9999.0,0.0,西南风,4级,8.1,66.0,,2.8,2024-03-28 01:55,多云,101060501,通化
9999.0,0.0,西南风,4级,7.4,72.0,,2.7,2024-03-28 02:55,多云,101060501,通化
9999.0,0.0,西南风,3级,6.2,90.0,,2.6,2024-03-28 03:55,多云,101060501,通化
9999.0,0.3,西南风,3级,5.7,100.0,,2.0,2024-03-28 04:55,小雨,101060501,通化
9999.0,0.5,西南风,4级,5.5,100.0,,0.8,2024-03-28 05:55,小雨,101060501,通化
9999.0,0.4,西南风,3级,5.5,100.0,,2.1,2024-03-28 06:55,小雨,101060501,通化
9999.0,1.0,西南风,3级,5.5,100.0,,1.6,2024-03-28 07:55,小雨,101060501,通化
9999.0,1.2,西南风,4级,5.7,100.0,,1.7,2024-03-28 08:55,小雨,101060501,通化
9999.0,0.8,西南风,3级,6.2,100.0,,2.8,2024-03-28 09:55,小雨,101060501,通化
9999.0,0.2,西南风,3级,6.5,99.0,,3.3,2024-03-28 10:55,小雨,101060501,通化
9999.0,0.0,西南风,3级,6.1,100.0,,3.2,2024-03-28 11:55,多云,101060501,通化
9999.0,0.0,西南风,4级,13.9,38.0,,9.3,2024-03-27 12:55,晴,101060503,柳河
9999.0,0.0,西南风,3级,14.3,38.0,,10.7,2024-03-27 13:55,多云,101060503,柳河
9999.0,0.0,西南风,4级,14.4,38.0,,10.2,2024-03-27 14:55,多云,101060503,柳河
9999.0,0.0,西南风,3级,13.8,38.0,,9.9,2024-03-27 15:55,多云,101060503,柳河
9999.0,0.0,西南风,3级,12.1,41.0,,8.0,2024-03-27 16:55,多云,101060503,柳河
9999.0,0.0,西南风,4级,11.4,44.0,,7.0,2024-03-27 17:55,多云,101060503,柳河
